Discogs_Artists,Discogs_Titles,Discogs_Labels,Discogs_Tags,Discogs_Countries,Discogs_Years,Discogs_Search_Filters,Discogs_Urls,Discogs_Formats,Discogs_Tracklist,Discogs_YouTube_Videos
Yorkshire Modular Society,YMS_0165,,,,,"style_exact, Ambient",https://discogs.com/release/29127592-Yorkshire-Modular-Society-YMS_0165,,,
Yorkshire Modular Society,YMS_0170,,,,,"style_exact, Ambient",https://discogs.com/release/29127535-Yorkshire-Modular-Society-YMS_0170,,,
Ascendant ,Into The Void,,,,,"style_exact, Ambient",https://discogs.com/release/29147305-Ascendant-Into-The-Void,,,
Various,Soft Pop No Bravery,,,,,"style_exact, Ambient",https://discogs.com/release/29176129-Various-Soft-Pop-No-Bravery,,,
Cosmic Hoffmann,Beyond The Galaxy,,,,,"style_exact, Ambient",https://discogs.com/release/29153203-Cosmic-Hoffmann-Beyond-The-Galaxy,,,
Dimitar Dodovski,Mineralmusik,,,,,"style_exact, Ambient",https://discogs.com/release/29010949-Dimitar-Dodovski-Mineralmusik,,,
CMD094,Aria NG+,,,,,"style_exact, Ambient",https://discogs.com/release/29221558-CMD094-Aria-NG,,,
Dronæment / The Infant Cycle,Klab (Phonorecord),,,,,"style_exact, Ambient",https://discogs.com/release/29221039-Dron%C3%A6ment-The-Infant-Cycle-Klab-Phonorecord,,,
Pleco,,,,,,"style_exact, Ambient",https://discogs.com/release/29219809-Pleco-,,,
Patrick Bernhardt,Solaris Universalis Mantra Voyage Vol. II,,,,,"style_exact, Ambient",https://discogs.com/release/29218132-Patrick-Bernhardt-Solaris-Universalis-Mantra-Voyage-Vol-II,,,
Lofting,All That Leaves,,,,,"style_exact, Ambient",https://discogs.com/release/29216782-Lofting-All-That-Leaves,,,
Naoki Kasugai,Walk : 2023/12/16,,,,,"style_exact, Ambient",https://discogs.com/release/29215459-Naoki-Kasugai-Walk-20231216,,,
Massimo Pupillo,Our Forgotten Ancestors,,,,,"style_exact, Ambient",https://discogs.com/release/29211553-Massimo-Pupillo-Our-Forgotten-Ancestors,,,
Steven Leak,The Dissolution Set,,,,,"style_exact, Ambient",https://discogs.com/release/29200396-Steven-Leak-The-Dissolution-Set,,,
Entry Veil,Sylvatica,,,,,"style_exact, Ambient",https://discogs.com/release/29200297-Entry-Veil-Sylvatica,,,
Tarsus VII,Dark Mars,,,,,"style_exact, Ambient",https://discogs.com/release/29199616-Tarsus-VII-Dark-Mars,,,
Blank Banshee,Music For Menus,,,,,"style_exact, Ambient",https://discogs.com/release/29195692-Blank-Banshee-Music-For-Menus,,,
Art Demoir,Procedure,,,,,"style_exact, Ambient",https://discogs.com/release/29192461-Art-Demoir-Procedure,,,
Isabelle Thorsen,Diamond's Lullaby,,,,,"style_exact, Ambient",https://discogs.com/release/29191330-Isabelle-Thorsen-Diamonds-Lullaby,,,
Ser ,Ebnele,,,,,"style_exact, Ambient",https://discogs.com/release/29186938-Ser-Ebnele,,,
Brian Eno,Kazakhstan (Edit),,,,,"style_exact, Ambient",https://discogs.com/release/29168878-Brian-Eno-Kazakhstan-Edit,,,
Mare Mystica,Opus 4 Original & Remixes,,,,,"style_exact, Ambient",https://discogs.com/release/29161615-Mare-Mystica-Opus-4-Original-Remixes,,,
ACHEEKYBUDDHIST,Lo-Fidelity Reverie (Remastered),,,,,"style_exact, Ambient",https://discogs.com/release/29161612-ACHEEKYBUDDHIST-Lo-Fidelity-Reverie-Remastered,,,
Kalisession,Sic Itur Ad Astra,,,,,"style_exact, Ambient",https://discogs.com/release/29154355-Kalisession-Sic-Itur-Ad-Astra,,,
Onfang & Wyrd Gnome,Faery Lights And Festival Nights,,,,,"style_exact, Ambient",https://discogs.com/release/29119582-Onfang-Wyrd-Gnome-Faery-Lights-And-Festival-Nights,,,
"Richard Roberts , J.S. Epperson",Artist Series Vol. 3,,,,,"style_exact, Ambient",https://discogs.com/release/29088595-Richard-Roberts-2-JS-Epperson-Artist-Series-Vol-3,,,
Keith Foster,D​ē​terere,,,,,"style_exact, Ambient",https://discogs.com/release/29230471-Keith-Foster-D%C4%93terere,,,
Markus Reuter,Stream For Consciousness Vol.4,,,,,"style_exact, Ambient",https://discogs.com/release/29227039-Markus-Reuter-Stream-For-Consciousness-Vol4,,,
Tristan Kold,Something So Sad,,,,,"style_exact, Ambient",https://discogs.com/release/29226280-Tristan-Kold-Something-So-Sad,,,
Jay Gee ,Chaichill,,,,,"style_exact, Ambient",https://discogs.com/release/29211598-Jay-Gee-Chaichill,,,
Jean Michel Jarre*,Equinoxe,,,,,"style_exact, Ambient",https://discogs.com/release/28982206-Jean-Michel-Jarre-Equinoxe,,,
Tomboy Facefuck,Live Forever,,,,,"style_exact, Ambient",https://discogs.com/release/29180203-Tomboy-Facefuck-Live-Forever,,,
Stephen M. Green,NEVER LATE FOR XMAS,,,,,"style_exact, Ambient",https://discogs.com/release/29076754-Stephen-M-Green-NEVER-LATE-FOR-XMAS,,,
Various,Soft Pop Life's Dream,,,,,"style_exact, Ambient",https://discogs.com/release/29185369-Various-Soft-Pop-Lifes-Dream,,,
C. Diab,No Perfect Wave,,,,,"style_exact, Ambient",https://discogs.com/release/29179984-C-Diab-No-Perfect-Wave-,,,
地球,ジャングル,,,,,"style_exact, Ambient",https://discogs.com/release/29177515-%E5%9C%B0%E7%90%83-%E3%82%B8%E3%83%A3%E3%83%B3%E3%82%B0%E3%83%AB,,,
Kamil Kasprzyk,Øthers,,,,,"style_exact, Ambient",https://discogs.com/release/29174005-Kamil-Kasprzyk-%C3%98thers,,,
Zacharias Tienhaara,Värme Inifrån,,,,,"style_exact, Ambient",https://discogs.com/release/29172037-Zacharias-Tienhaara-V%C3%A4rme-Inifr%C3%A5n,,,
Frank Duval,Frank Duval CD1,,,,,"style_exact, Ambient",https://discogs.com/release/29167609-Frank-Duval-Frank-Duval-CD1,,,
Naoki Kasugai,Walk : 2023/12/10,,,,,"style_exact, Ambient",https://discogs.com/release/29160202-Naoki-Kasugai-Walk-20231210,,,
Quarantaine,Plasmastorm,,,,,"style_exact, Ambient",https://discogs.com/release/29159458-Quarantaine-Plasmastorm,,,
(Lux),Cyber Swing,,,,,"style_exact, Ambient",https://discogs.com/release/29153428-Lux-Cyber-Swing,,,
音 Light システム,Buy Milk,,,,,"style_exact, Ambient",https://discogs.com/release/29109682-%E9%9F%B3-Light-%E3%82%B7%E3%82%B9%E3%83%86%E3%83%A0-Buy-Milk,,,
Vice Locker,End Frame,,,,,"style_exact, Ambient",https://discogs.com/release/29108992-Vice-Locker-End-Frame,,,
Roberto Vodanović Čopor,Submerged Memories,,,,,"style_exact, Ambient",https://discogs.com/release/29108515-Roberto-Vodanovi%C4%87-%C4%8Copor-Submerged-Memories,,,
Sines Of Exquisite Pleasure,Studies In Luminescence,,,,,"style_exact, Ambient",https://discogs.com/release/29094409-Sines-Of-Exquisite-Pleasure-Studies-In-Luminescence,,,
Adelbert Von Deyen,Atmosphere,,,,,"style_exact, Ambient",https://discogs.com/release/29086048-Adelbert-Von-Deyen-Atmosphere,,,
Henrik Meierkord,Zeitreisen,,,,,"style_exact, Ambient",https://discogs.com/release/29061733-Henrik-Meierkord-Zeitreisen,,,
Biosphere,Autour De La Lune,,,,,"style_exact, Ambient",https://discogs.com/release/29061223-Biosphere-Autour-De-La-Lune,,,
Respira ,Superlunary Love,,,,,"style_exact, Ambient",https://discogs.com/release/29042965-Respira-Superlunary-Love,,,
Ishtadi,Sounds Of Home,,,,,"style_exact, Ambient",https://discogs.com/release/29042689-Ishtadi-Sounds-Of-Home,,,
Heavenchord & Infinity Dots,Palingenesia,,,,,"style_exact, Ambient",https://discogs.com/release/29041297-Heavenchord-Infinity-Dots-Palingenesia,,,
Broken Forms,Unseen Reflections,,,,,"style_exact, Ambient",https://discogs.com/release/29030101-Broken-Forms-Unseen-Reflections,,,
十八十,十​​​八​​​个​​​时​​​光 ★彡 十​​​个​​​回​​​忆,,,,,"style_exact, Ambient",https://discogs.com/release/29027833-%E5%8D%81%E5%85%AB%E5%8D%81-%E5%8D%81%E5%85%AB%E4%B8%AA%E6%97%B6%E5%85%89-%E5%BD%A1-%E5%8D%81%E4%B8%AA%E5%9B%9E%E5%BF%86,,,
Kitaro,Silk Road,,,,,"style_exact, Ambient",https://discogs.com/release/29020609-Kitaro-Silk-Road,,,
Kitaro,Tenku,,,,,"style_exact, Ambient",https://discogs.com/release/29020423-Kitaro-Tenku,,,
Alexander Vágner,CIDM is a Crime Vol. 'LOTTACHIPS,,,,,"style_exact, Ambient",https://discogs.com/release/29016376-Alexander-V%C3%A1gner-CIDM-is-a-Crime-Vol-LOTTACHIPS,,,
Paranoia Inducta,Atra Mors (Paranoia Inducta's Part),,,,,"style_exact, Ambient",https://discogs.com/release/29010592-Paranoia-Inducta-Atra-Mors-Paranoia-Inductas-Part,,,
Elbosco,Angelis,,,,,"style_exact, Ambient",https://discogs.com/release/28995904-Elbosco-Angelis,,,
Monta,Unsuspecting,,,,,"style_exact, Ambient",https://discogs.com/release/28992370-Monta-Unsuspecting,,,
Der Golem,Zmet,,,,,"style_exact, Ambient",https://discogs.com/release/28978309-Der-Golem-Zmet,,,
Nuit Modulaire,Abstracts,,,,,"style_exact, Ambient",https://discogs.com/release/28970905-Nuit-Modulaire-Abstracts,,,
Various,Butoh,,,,,"style_exact, Ambient",https://discogs.com/release/28966222-Various-Butoh,,,
Sverre Knut Johansen,Lights,,,,,"style_exact, Ambient",https://discogs.com/release/28965577-Sverre-Knut-Johansen-Lights,,,
"Phinney*, Luke*, McGee*",Analog Streaming Service,,,,,"style_exact, Ambient",https://discogs.com/release/29208013-Phinney-Luke-McGee-Analog-Streaming-Service,,,
Gordon Way . Steven Leak . Pete Swinton . Ottmar Soulier,Threshold 31,,,,,"style_exact, Ambient",https://discogs.com/release/29200147-Gordon-Way-Steven-Leak-Pete-Swinton-Ottmar-Soulier-Threshold-31,,,
Naoki Kasugai,Walk : 2023/12/14,,,,,"style_exact, Ambient",https://discogs.com/release/29198008-Naoki-Kasugai-Walk-20231214,,,
101.7 ✪⚷FM,Pasco Wilderness,,,,,"style_exact, Ambient",https://discogs.com/release/29236099-1017-FM-Pasco-Wilderness,,,
Various,DAIS223,,,,,"style_exact, Ambient",https://discogs.com/release/29229712-Various-DAIS223,,,
Jean-Michel Jarre,Les Concerts En Chine,,,,,"style_exact, Ambient",https://discogs.com/release/29217886-Jean-Michel-Jarre-Les-Concerts-En-Chine,,,
Various,The Greatest Switch Volume 2,,,,,"style_exact, Ambient",https://discogs.com/release/29218747-Various-The-Greatest-Switch-Volume-2,,,
Michal Kořán,Druhý dech,,,,,"style_exact, Ambient",https://discogs.com/release/29159431-Michal-Ko%C5%99%C3%A1n-Druh%C3%BD-dech,,,
Hexode,The Bottom Of The Spiral,,,,,"style_exact, Ambient",https://discogs.com/release/29232739-Hexode-The-Bottom-Of-The-Spiral,,,
Hexode,Rebirth EP,,,,,"style_exact, Ambient",https://discogs.com/release/29232703-Hexode-Rebirth-EP,,,
Stuzha,Siberian Sketches,,,,,"style_exact, Ambient",https://discogs.com/release/29231131-Stuzha-Siberian-Sketches,,,
Avola + Foster*,Pure Salt,,,,,"style_exact, Ambient",https://discogs.com/release/29230300-Avola-Foster-Pure-Salt,,,
David Balica,Rooms,,,,,"style_exact, Ambient",https://discogs.com/release/29227438-David-Balica-Rooms,,,
Various,There Will Be Light,,,,,"style_exact, Ambient",https://discogs.com/release/29221120-Various-There-Will-Be-Light,,,
Sean Derrick Cooper Marquardt,Sometimes You Dont Have To Turn Out The Lights To Be In The Dark,,,,,"style_exact, Ambient",https://discogs.com/release/29218546-Sean-Derrick-Cooper-Marquardt-Sometimes-You-Dont-Have-To-Turn-Out-The-Lights-To-Be-In-The-Dark,,,
Genetic Drugs,Karma Club,,,,,"style_exact, Ambient",https://discogs.com/release/28994773-Genetic-Drugs-Karma-Club,,,
Ghostwoods ,Dark Moon,,,,,"style_exact, Ambient",https://discogs.com/release/28991182-Ghostwoods-Dark-Moon,,,
Technoid Mutant & Olivaw's Twist,Lost Signals,,,,,"style_exact, Ambient",https://discogs.com/release/28984276-Technoid-Mutant-Olivaws-Twist-Lost-Signals,,,
Long Search For Pegasus,45 Broken Birds,,,,,"style_exact, Ambient",https://discogs.com/release/28976335-Long-Search-For-Pegasus-45-Broken-Birds,,,
Various,Apocryphal Teacup Eyesore,,,,,"style_exact, Ambient",https://discogs.com/release/28976200-Various-Apocryphal-Teacup-Eyesore,,,
Sverre Knut Johansen,Lights,,,,,"style_exact, Ambient",https://discogs.com/release/28964257-Sverre-Knut-Johansen-Lights,,,
Jean-Michel Jarre,Les Chants Magnétiques,,,,,"style_exact, Ambient",https://discogs.com/release/29025316-Jean-Michel-Jarre-Les-Chants-Magn%C3%A9tiques,,,
Kalisession,Pilgrim,,,,,"style_exact, Ambient",https://discogs.com/release/29154547-Kalisession-Pilgrim,,,
Sarah Belle Reid,MASS,,,,,"style_exact, Ambient",https://discogs.com/release/29148289-Sarah-Belle-Reid-MASS,,,
Yorkshire Modular Society,YMS_0138,,,,,"style_exact, Ambient",https://discogs.com/release/29143477-Yorkshire-Modular-Society-YMS_0138,,,
Yorkshire Modular Society,YMS_0146,,,,,"style_exact, Ambient",https://discogs.com/release/29142463-Yorkshire-Modular-Society-YMS_0146,,,
Yorkshire Modular Society,YMS_0149,,,,,"style_exact, Ambient",https://discogs.com/release/29142433-Yorkshire-Modular-Society-YMS_0149,,,
"Kontinum, Isoform & Boeckler",Sektarian EP,,,,,"style_exact, Ambient",https://discogs.com/release/29133235-Kontinum-Isoform-Boeckler-Sektarian-EP,,,
VIENNA CALLCENTER,ON THE LINE,,,,,"style_exact, Ambient",https://discogs.com/release/29130559-VIENNA-CALLCENTER-ON-THE-LINE,,,
Deep Forest,Essence Of The Forest,,,,,"style_exact, Ambient",https://discogs.com/release/29103733-Deep-Forest-Essence-Of-The-Forest,,,
Henrik Meierkord,Zeitreisen,,,,,"style_exact, Ambient",https://discogs.com/release/29061700-Henrik-Meierkord-Zeitreisen,,,
M.B.* + Cris X,Heczplaser / Black Pulse 2023,,,,,"style_exact, Ambient",https://discogs.com/release/29050267-MB-Cris-X-Heczplaser-Black-Pulse-2023,,,
Këkkreëh,"Ocean Of Ice, Tethy​ÿ​s",,,,,"style_exact, Ambient",https://discogs.com/release/29046142-K%C3%ABkkre%C3%ABh-Ocean-Of-Ice-Tethy%C3%BFs,,,
J Orphic,Unsere Weltaschauung (J Orphic/Epoch/TSIDMZ),,,,,"style_exact, Ambient",https://discogs.com/release/29010826-J-Orphic-Unsere-Weltaschauung-J-OrphicEpochTSIDMZ,,,
Rico Friebe,Jenni II,,,,,"style_exact, Ambient",https://discogs.com/release/29089081-Rico-Friebe-Jenni-II,,,
David Arkenstone,Valley In The Clouds,,,,,"style_exact, Ambient",https://discogs.com/release/29084239-David-Arkenstone-Valley-In-The-Clouds,,,
Hopler Route,Aural Intensity,,,,,"style_exact, Ambient",https://discogs.com/release/29042161-Hopler-Route-Aural-Intensity,,,
Arp ,Inversions,,,,,"style_exact, Ambient",https://discogs.com/release/29036863-Arp-Inversions,,,
Various,X-Series,,,,,"style_exact, Ambient",https://discogs.com/release/29026672-Various-X-Series,,,
Naoki Kasugai,Walk : 2023/11/25,,,,,"style_exact, Ambient",https://discogs.com/release/29013952-Naoki-Kasugai-Walk-20231125,,,
N. Janssen,Another Green World,,,,,"style_exact, Ambient",https://discogs.com/release/29010865-N-Janssen-Another-Green-World,,,
Choying Drolma* And Steve Tibbetts,Chö,,,,,"style_exact, Ambient",https://discogs.com/release/29040109-Choying-Drolma-And-Steve-Tibbetts-Ch%C3%B6,,,
Nyoka Shoje,24​/​7 Healing Stream,,,,,"style_exact, Ambient",https://discogs.com/release/29178391-Nyoka-Shoje-247-Healing-Stream,,,
Troy*,Definition,,,,,"style_exact, Ambient",https://discogs.com/release/29175343-Troy-Definition-,,,
Klange*,Journey From The Heart Of Cold,,,,,"style_exact, Ambient",https://discogs.com/release/29175118-Klange-Journey-From-The-Heart-Of-Cold,,,
Gate* / Sol*,Gate/Sol,,,,,"style_exact, Ambient",https://discogs.com/release/29173261-Gate-Sol-GateSol,,,
Eddie Silverton,Sliding,,,,,"style_exact, Ambient",https://discogs.com/release/29123581-Eddie-Silverton-Sliding,,,
Brian Eno,Film Music: Jarman > Stillness,,,,,"style_exact, Ambient",https://discogs.com/release/29168929-Brian-Eno-Film-Music-Jarman-Stillness,,,
Michal Kořán,Šeherez​á​da (For Milo​š​),,,,,"style_exact, Ambient",https://discogs.com/release/29159554-Michal-Ko%C5%99%C3%A1n-%C5%A0eherez%C3%A1da-For-Milo%C5%A1,,,
Yuji Kanda,Kuon,,,,,"style_exact, Ambient",https://discogs.com/release/29185630-Yuji-Kanda-Kuon,,,
Pentagrams Of Discordia,Deprogrammed Selected Scenes LP,,,,,"style_exact, Ambient",https://discogs.com/release/29181532-Pentagrams-Of-Discordia-Deprogrammed-Selected-Scenes-LP,,,
Tomboy Facefuck,Five Nights In Vanessa,,,,,"style_exact, Ambient",https://discogs.com/release/29179369-Tomboy-Facefuck-Five-Nights-In-Vanessa,,,
The Sunset Strip,Open City,,,,,"style_exact, Ambient",https://discogs.com/release/29169568-The-Sunset-Strip-Open-City,,,
Sverre Knut Johansen,Cosmos,,,,,"style_exact, Ambient",https://discogs.com/release/29222983-Sverre-Knut-Johansen-Cosmos,,,
Eldad Tsabary,Ethereos,,,,,"style_exact, Ambient",https://discogs.com/release/29222416-Eldad-Tsabary-Ethereos,,,
Bodies Of Conceit,Bodies Of Conceit,,,,,"style_exact, Ambient",https://discogs.com/release/29190871-Bodies-Of-Conceit-Bodies-Of-Conceit,,,
Depression Embrace,R​.​I​.​P. D​.​E.,,,,,"style_exact, Ambient",https://discogs.com/release/29199973-Depression-Embrace-RIP-DE,,,
Mental Anguish,"Because I, Too, Am A Fisher Of Men",,,,,"style_exact, Ambient",https://discogs.com/release/29199946-Mental-Anguish-Because-I-Too-Am-A-Fisher-Of-Men,,,
Greville & The Lonely Voices*,Voices of Lonely,,,,,"style_exact, Ambient",https://discogs.com/release/29198257-Greville-The-Lonely-Voices-Voices-of-Lonely,,,
Eluvium,Lambent Material,,,,,"style_exact, Ambient",https://discogs.com/release/29218603-Eluvium-Lambent-Material,,,
Gypsy ,Exploits,,,,,"style_exact, Ambient",https://discogs.com/release/29218135-Gypsy-Exploits,,,
Ancient Astronaut ,Forming Stars,,,,,"style_exact, Ambient",https://discogs.com/release/29052031-Ancient-Astronaut-Forming-Stars,,,
Cram A & Grown Tree,Thoughts,,,,,"style_exact, Ambient",https://discogs.com/release/29235670-Cram-A-Grown-Tree-Thoughts,,,
Swine Is Mental,Pigmentations,,,,,"style_exact, Ambient",https://discogs.com/release/29224573-Swine-Is-Mental-Pigmentations,,,
Jean-Michel Jarre,Les Concerts En Chine,,,,,"style_exact, Ambient",https://discogs.com/release/29218849-Jean-Michel-Jarre-Les-Concerts-En-Chine,,,
Naran Ratan,Trees Etc.,,,,,"style_exact, Ambient",https://discogs.com/release/29229736-Naran-Ratan-Trees-Etc,,,
Jean-Michel Jarre,Zoolook,,,,,"style_exact, Ambient",https://discogs.com/release/29241013-Jean-Michel-Jarre-Zoolook,,,
Naoki Kasugai,Walk : 2023/11/29,,,,,"style_exact, Ambient",https://discogs.com/release/29056516-Naoki-Kasugai-Walk-20231129,,,
Ishtadi,Sounds Of Home,,,,,"style_exact, Ambient",https://discogs.com/release/29042680-Ishtadi-Sounds-Of-Home,,,
Hopler Route,Aural Intensity,,,,,"style_exact, Ambient",https://discogs.com/release/29042179-Hopler-Route-Aural-Intensity,,,
Falling Together,Moonlight Over Diamond Road,,,,,"style_exact, Ambient",https://discogs.com/release/29041714-Falling-Together-Moonlight-Over-Diamond-Road,,,
Uppermost,P2P EXTENDED,,,,,"style_exact, Ambient",https://discogs.com/release/29038057-Uppermost-P2P-EXTENDED,,,
Joseph Sannicandro & Stefan Christoff,Across time patched together,,,,,"style_exact, Ambient",https://discogs.com/release/29030752-Joseph-Sannicandro-Stefan-Christoff-Across-time-patched-together,,,
Battery Operated Orchestra,Weird Party (Booster EP #7),,,,,"style_exact, Ambient",https://discogs.com/release/29020084-Battery-Operated-Orchestra-Weird-Party-Booster-EP-7,,,
N. Janssen,Esotexture,,,,,"style_exact, Ambient",https://discogs.com/release/29010877-N-Janssen-Esotexture,,,
Enya = 恩雅*,Moonshadows = 月之影,,,,,"style_exact, Ambient",https://discogs.com/release/29007493-Enya-%E6%81%A9%E9%9B%85-Moonshadows-%E6%9C%88%E4%B9%8B%E5%BD%B1,,,
Stanza*,Soundcities,,,,,"style_exact, Ambient",https://discogs.com/release/28997500-Stanza-Soundcities,,,
"Λένα Πλάτωνος, Μαριανίνα Κριεζή, Σαβίνα Γιαννάτου, Γιάννης Παλαμίδας",Σαμποτάζ,,,,,"style_exact, Ambient",https://discogs.com/release/28991638-%CE%9B%CE%AD%CE%BD%CE%B1-%CE%A0%CE%BB%CE%AC%CF%84%CF%89%CE%BD%CE%BF%CF%82-%CE%9C%CE%B1%CF%81%CE%B9%CE%B1%CE%BD%CE%AF%CE%BD%CE%B1-%CE%9A%CF%81%CE%B9%CE%B5%CE%B6%CE%AE-%CE%A3%CE%B1%CE%B2%CE%AF%CE%BD%CE%B1-%CE%93%CE%B9%CE%B1%CE%BD%CE%BD%CE%AC%CF%84%CE%BF%CF%85-%CE%93%CE%B9%CE%AC%CE%BD%CE%BD,,,
Sense,Sleep,,,,,"style_exact, Ambient",https://discogs.com/release/28984303-Sense-Sleep,,,
Naoki Kasugai,Walk : 2023/11/21,,,,,"style_exact, Ambient",https://discogs.com/release/28976932-Naoki-Kasugai-Walk-20231121,,,
Gaelseaa,Estoy aburrido y vos?,,,,,"style_exact, Ambient",https://discogs.com/release/28974145-Gaelseaa-Estoy-aburrido-y-vos,,,
Chris Phinney  &  Ed Drury,Time Raveling,,,,,"style_exact, Ambient",https://discogs.com/release/29219113-Chris-Phinney-Ed-Drury-Time-Raveling,,,
การสำรวจสาธารณะ,⓵,,,,,"style_exact, Ambient",https://discogs.com/release/29218483-%E0%B8%81%E0%B8%B2%E0%B8%A3%E0%B8%AA%E0%B8%B3%E0%B8%A3%E0%B8%A7%E0%B8%88%E0%B8%AA%E0%B8%B2%E0%B8%98%E0%B8%B2%E0%B8%A3%E0%B8%93%E0%B8%B0-%E2%93%B5,,,
